stage,method,target_mode,seed,beta,H,omega_out,omega_in,s,gamma,N,n_steps,fr_every,target_ema_rate,score_clip,max_event_fraction,ess_window_steps,final_l2_f,final_l2_fp,int_l2_f,final_ess,n_die,n_clone,repl_fraction,n_fr_apply,cond_abserr_mean,cond_abserr_max
stage2_omega,abf,none,6,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.2212259071513609,1.9072162123195477,12.740538915649172,256.0,0.0,0.0,0.0,0.0,0.013945110546916564,0.050061569704198186
stage2_omega,abf,none,7,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.21825956315189607,1.8998012062704897,11.092080342855773,256.0,0.0,0.0,0.0,0.0,0.007821849875771595,0.03618115277140348
stage2_omega,abf,none,8,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.21274666628254368,1.8359972363696146,10.848117859464386,256.0,0.0,0.0,0.0,0.0,0.011334391244058304,0.03654527147248714
stage2_omega,abf,none,9,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.20685404927647394,1.8300972727813183,10.952464525246253,256.0,0.0,0.0,0.0,0.0,0.003791294086581806,0.011469013544368967
stage2_omega,abf,none,0,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.20303025916807332,1.824024358028864,9.93500818053662,256.0,0.0,0.0,0.0,0.0,0.02722293076424202,0.054689229884913176
stage2_omega,abf,none,1,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.19762828649924358,1.7902107539684973,10.26318970339827,256.0,0.0,0.0,0.0,0.0,0.010686041107270882,0.018616454664827697
stage2_omega,abf,none,2,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.19071614694318217,1.7239218981159186,9.348361449288436,256.0,0.0,0.0,0.0,0.0,0.019473580114847587,0.031177551871039492
stage2_omega,abf,none,3,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.20044215833484638,1.8062862889277518,10.21036675064317,256.0,0.0,0.0,0.0,0.0,0.02504582753443272,0.04373773405818848
stage2_omega,abf,none,4,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.21948519575436237,1.9129259413058535,12.286179936135412,256.0,0.0,0.0,0.0,0.0,0.036325426732594424,0.0773380012006051
stage2_omega,abf,none,5,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.18497340880594448,1.7378376214370668,9.382984472004534,256.0,0.0,0.0,0.0,0.0,0.02456320098038343,0.041440648121455016
stage2_omega,abf,none,6,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.22080746930590003,1.8849614180339176,11.579985869274086,256.0,0.0,0.0,0.0,0.0,0.048133304713488326,0.09673912698320007
stage2_omega,abf,none,7,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.18555177025210967,1.7498214419323808,9.31204141808239,256.0,0.0,0.0,0.0,0.0,0.008047193414056972,0.02333112479747315
stage2_omega,abf,none,8,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.22220874438699714,1.903793072012509,12.080684675200615,256.0,0.0,0.0,0.0,0.0,0.0258918521651204,0.07447049348916679
stage2_omega,abf,none,9,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.2045333343405403,1.830595392704463,10.220722931180806,256.0,0.0,0.0,0.0,0.0,0.014783722992079942,0.027194134253451678
stage2_omega,fr_estimated,estimated,0,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10289192335445473,1.1862744785779613,6.440351489976323,34.0,11743.0,5694.0,0.006811328125,10000.0,0.02193538872107164,0.047786991991617234
stage2_omega,fr_estimated,estimated,1,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09991337327975819,1.1383549405640878,6.3801619202392486,45.0,12023.0,5913.0,0.00700625,10000.0,0.035703433036179226,0.12783557361931872
stage2_omega,fr_estimated,estimated,2,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09902578765472553,1.1525225733854028,6.496715165018988,44.0,12194.0,5863.0,0.007053515625,10000.0,0.026567373343984346,0.10908922947218502
stage2_omega,fr_estimated,estimated,3,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10733061094175103,1.2470156502652152,6.519817415270442,41.0,11905.0,5633.0,0.00685078125,10000.0,0.009044413250960634,0.020711467166302483
stage2_omega,fr_estimated,estimated,4,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10435165679306065,1.2169178139565509,6.630949364806744,47.0,11876.0,5822.0,0.00691328125,10000.0,0.018824668461551078,0.07746108143526519
stage2_omega,fr_estimated,estimated,5,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10525134051920444,1.1941203371933546,6.825017061859481,44.0,12214.0,5907.0,0.007078515625,10000.0,0.02628551476322097,0.050893859931492896
stage2_omega,fr_estimated,estimated,6,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09887190389859261,1.0298385781797765,5.783113128210383,40.0,11667.0,5552.0,0.006726171875,10000.0,0.02570648592868734,0.06999338520871573
stage2_omega,fr_estimated,estimated,7,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09149040932609924,1.1076859075638257,5.879025152233896,48.0,11861.0,5805.0,0.006900781250000001,10000.0,0.04124469126772421,0.10225491676712135
stage2_omega,fr_estimated,estimated,8,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10807040458456525,1.2448741515692505,6.548264602834811,44.0,11946.0,5774.0,0.006921875,10000.0,0.03168768529687794,0.08846305246821656
stage2_omega,fr_estimated,estimated,9,8.0,2.5,1.0,10.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09556683958032396,1.1204133915405312,6.08522409944017,41.0,12042.0,5599.0,0.006891015625,10000.0,0.03191441808828259,0.07064965217858811
stage2_omega,fr_estimated,estimated,0,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.101960514378581,1.1714035588856975,6.255652938517553,34.0,11903.0,5901.0,0.0069546875,10000.0,0.049393480660640865,0.10065867168132298
stage2_omega,fr_estimated,estimated,1,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.11330836799532014,1.268208323088555,6.9004432721086495,40.0,12096.0,5844.0,0.0070078125,10000.0,0.06044657494571233,0.1258472275659414
stage2_omega,fr_estimated,estimated,2,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.0999432830713787,1.1455336105705007,6.259907919641846,40.0,11949.0,5747.0,0.0069125,10000.0,0.045473538819255616,0.06883216556426777
stage2_omega,fr_estimated,estimated,3,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10626444717450093,1.236024019893209,6.692129019362461,55.0,11996.0,5698.0,0.00691171875,10000.0,0.05966669043207975,0.10993969902809164
stage2_omega,fr_estimated,estimated,4,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09941583300894027,1.1024411625371913,6.091229941847828,49.0,12054.0,5525.0,0.006866796875,10000.0,0.052242053269545584,0.11912016624042443
stage2_omega,fr_estimated,estimated,5,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.0974042862129399,1.1682507739601793,6.037328881181281,33.0,11988.0,5813.0,0.006953515625,10000.0,0.04513798260910495,0.12181196705755648
stage2_omega,fr_estimated,estimated,6,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.11285413789585635,1.2798416081371762,6.920829575771339,52.0,11821.0,5732.0,0.006856640625,10000.0,0.061705947151640385,0.09339210711516793
stage2_omega,fr_estimated,estimated,7,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09136896356092204,1.030546534130339,5.6249319033819125,38.0,11838.0,5608.0,0.006814843750000001,10000.0,0.056098705062413226,0.09793062599857762
stage2_omega,fr_estimated,estimated,8,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09280729099859611,1.0979335854283916,6.072013698551352,34.0,12180.0,5995.0,0.0070996093750000005,10000.0,0.026086273243217505,0.07673775947328428
stage2_omega,fr_estimated,estimated,9,8.0,2.5,1.0,1.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10473514001418437,1.1722887415341234,6.500825590309508,47.0,11907.0,5575.0,0.00682890625,10000.0,0.01898926310843605,0.052956156129388296
stage2_omega,fr_estimated,estimated,0,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09417390484728536,1.1247910469231177,5.819781441666342,51.0,11847.0,5743.0,0.0068710937500000005,10000.0,0.03584103614399678,0.12297153889578194
stage2_omega,fr_estimated,estimated,1,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09583253490529921,1.1076836696382721,6.2709430142803875,49.0,12035.0,5702.0,0.006928515625,10000.0,0.0030680273370632077,0.008016358298301468
stage2_omega,fr_estimated,estimated,2,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09876897717839082,1.1708484560953152,6.458740455180254,40.0,11997.0,5669.0,0.006900781250000001,10000.0,0.04103015417989549,0.1018259193185212
stage2_omega,fr_estimated,estimated,3,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10233421463263283,1.1561124842764052,6.365012983283482,37.0,12191.0,5636.0,0.006963671875000001,10000.0,0.022465247369330463,0.07974134970797976
stage2_omega,fr_estimated,estimated,4,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10377233522409161,1.2051129680508692,6.595480731990431,38.0,11890.0,5809.0,0.006913671875,10000.0,0.00985582158242945,0.03529395405043913
stage2_omega,fr_estimated,estimated,5,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.1098367355643902,1.2577533533955747,6.9967100512307,37.0,11863.0,5844.0,0.006916796875000001,10000.0,0.018290405662853976,0.05158129431815796
stage2_omega,fr_estimated,estimated,6,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09968490429176628,1.1225778516279559,6.139918747416619,42.0,11854.0,5597.0,0.006816796875,10000.0,0.019444136093893262,0.07122835926770389
stage2_omega,fr_estimated,estimated,7,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10154275110697634,1.1968497236321958,6.479310274331196,39.0,11828.0,5713.0,0.006851953125,10000.0,0.02070764341585201,0.07820083767819258
stage2_omega,fr_estimated,estimated,8,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10719986928205115,1.2115976977081686,6.496402466189368,43.0,11922.0,5668.0,0.0068710937500000005,10000.0,0.02682947286574135,0.06922480481695258
stage2_omega,fr_estimated,estimated,9,8.0,2.5,1.0,25.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10666229763529024,1.2233376579543334,6.993840114110371,31.0,12039.0,5821.0,0.0069765625,10000.0,0.08865318850011708,0.39656804727692185
stage2_omega,fr_estimated,estimated,0,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10365088090004718,1.200592625834629,6.0857055517971625,31.0,12034.0,5516.0,0.0068554687500000005,10000.0,0.019470598645340273,0.09681647674061711
stage2_omega,fr_estimated,estimated,1,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09275524023066227,1.110185836510163,6.1533902717631435,41.0,11696.0,5831.0,0.006846484375000001,10000.0,0.019573925148838416,0.05904507071468003
stage2_omega,fr_estimated,estimated,2,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10036458126284416,1.182336599173669,6.117788151788153,41.0,11959.0,5805.0,0.0069390625,10000.0,0.010861487779135202,0.05131294051631784
stage2_omega,fr_estimated,estimated,3,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.1005752810576869,1.1892832592951283,6.4717829960586535,43.0,12029.0,5785.0,0.00695859375,10000.0,0.01419263896660044,0.054722723465191164
stage2_omega,fr_estimated,estimated,4,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.08671504345681667,1.0692918056845695,5.692640680997936,49.0,11822.0,5764.0,0.006869531250000001,10000.0,0.041063852991983396,0.1217466654887958
stage2_omega,fr_estimated,estimated,5,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09363362190031302,1.071100920241069,5.820587610844855,38.0,11823.0,5365.0,0.0067140625,10000.0,0.0034429445088394904,0.013614947077642894
stage2_omega,fr_estimated,estimated,6,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10388495063290211,1.2130952340473813,6.452941646556726,38.0,11874.0,5688.0,0.00686015625,10000.0,0.02477429306398538,0.10409456416407001
stage2_omega,fr_estimated,estimated,7,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10388766000597713,1.2145805155699008,6.328947597630582,48.0,11909.0,5574.0,0.006829296875000001,10000.0,0.009168456873405187,0.03622124813521303
stage2_omega,fr_estimated,estimated,8,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09631576515830056,0.9916210597980896,6.334699033384656,53.0,11664.0,5512.0,0.006709375,10000.0,0.03816615521593295,0.10919701033200573
stage2_omega,fr_estimated,estimated,9,8.0,2.5,1.0,50.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09809135452160692,1.1165517053909015,6.125881036603785,37.0,11858.0,5910.0,0.006940625000000001,10000.0,0.018171066928585104,0.05238667034580821
stage2_omega,fr_estimated,estimated,0,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09248755916149005,1.102669433020197,6.178470191622497,33.0,12116.0,6053.0,0.007097265625000001,10000.0,0.03518536826228806,0.08878067834443204
stage2_omega,fr_estimated,estimated,1,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.1064052557447307,1.2206406018285527,6.6725459731404975,34.0,12058.0,5655.0,0.006919140625,10000.0,0.017754028618756572,0.03984844436109611
stage2_omega,fr_estimated,estimated,2,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10406483264827472,1.210218071693542,6.3630816508649035,39.0,12069.0,5730.0,0.006952734375,10000.0,0.021492197678103196,0.05332567520537859
stage2_omega,fr_estimated,estimated,3,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.11009344087231926,1.263160318850809,6.885552655803256,45.0,11778.0,5752.0,0.0068476562500000004,10000.0,0.032517307845036404,0.10786902548817068
stage2_omega,fr_estimated,estimated,4,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.09071379139483544,1.0777728096230963,5.5386861275957555,45.0,11873.0,5673.0,0.006853906250000001,10000.0,0.024659155007363827,0.06881419021612317
stage2_omega,fr_estimated,estimated,5,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10325993022271901,1.2052309928461784,6.447324615223847,42.0,11939.0,5736.0,0.006904296875,10000.0,0.032110316837161715,0.07638443279442672
stage2_omega,fr_estimated,estimated,6,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.098123256943409,1.1331944159546692,5.855699515598165,36.0,11907.0,5669.0,0.006865625,10000.0,0.03131071157769606,0.08360296132579692
stage2_omega,fr_estimated,estimated,7,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10002377301781747,1.1533196593678454,5.941604200208379,34.0,11900.0,5512.0,0.0068015625,10000.0,0.021228612973690504,0.08419609654401156
stage2_omega,fr_estimated,estimated,8,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10971673104147527,1.2451228011116084,6.831210020724427,30.0,12042.0,5663.0,0.006916015625000001,10000.0,0.031149667759325837,0.07829313213612837
stage2_omega,fr_estimated,estimated,9,8.0,2.5,1.0,5.0,0.25,15.0,256,100000,10,0.005,3.0,0.08,4000,0.10345019415351621,1.2146360974151629,6.629655035722934,40.0,11986.0,5628.0,0.00688046875,10000.0,0.009533739764091248,0.020990897693060617
stage3_beta,abf,none,0,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.40369274167704794,2.971643693642191,18.932157803326625,256.0,0.0,0.0,0.0,0.0,0.007714424393472275,0.03098239640459173
stage3_beta,abf,none,1,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.41592316472638574,2.9980185368361605,21.32991934207971,256.0,0.0,0.0,0.0,0.0,0.014762316256925288,0.0252472242241749
stage3_beta,abf,none,2,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.41814965279472915,3.0078553775339585,20.07180423534254,256.0,0.0,0.0,0.0,0.0,0.013481190266662058,0.05176066468195119
stage3_beta,abf,none,3,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.39960399017825166,2.8606086820927192,19.864515749221955,256.0,0.0,0.0,0.0,0.0,0.023297635994584828,0.07892210378716943
stage3_beta,abf,none,4,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.4058797327516833,2.813345772726142,20.10662872645181,256.0,0.0,0.0,0.0,0.0,0.008461203228778458,0.028254269411816538
stage3_beta,abf,none,5,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.46878368645463736,3.355109558437454,21.49334114403228,256.0,0.0,0.0,0.0,0.0,0.013614056777905437,0.03243528384046056
stage3_beta,abf,none,6,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.4152669414248784,3.0230220690911196,20.906759880207844,256.0,0.0,0.0,0.0,0.0,0.014699305263237993,0.035136473898083956
stage3_beta,abf,none,7,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.4182693001427895,2.99051577000132,18.806994407507844,256.0,0.0,0.0,0.0,0.0,0.007999485470494653,0.027275311369446775
stage3_beta,abf,none,8,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.4310862255744069,3.0928808010812574,22.681735782675716,256.0,0.0,0.0,0.0,0.0,0.019012164268389607,0.05021414285134944
stage3_beta,abf,none,9,12.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.38744520088062917,2.962436972403059,18.33343899425755,256.0,0.0,0.0,0.0,0.0,0.012837361394384166,0.030957946898382556
stage3_beta,abf,none,0,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.060438452229834384,0.20298103626961475,3.3988726412228703,256.0,0.0,0.0,0.0,0.0,0.09970629094771224,0.32471669227814554
stage3_beta,abf,none,1,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05109995874479228,0.1855402367527259,3.7420797046276384,256.0,0.0,0.0,0.0,0.0,0.064103945238943,0.2572579311844338
stage3_beta,abf,none,2,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.0541878717357106,0.1939954571077212,3.7451597314437506,256.0,0.0,0.0,0.0,0.0,0.12969203231116247,0.45172247686172223
stage3_beta,abf,none,3,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05309859233523312,0.1814587691840395,3.501749167561928,256.0,0.0,0.0,0.0,0.0,0.07800211942141863,0.32017362692004286
stage3_beta,abf,none,4,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05514919168773185,0.19174349779931782,3.948432400952644,256.0,0.0,0.0,0.0,0.0,0.05345405901064648,0.19363215469535788
stage3_beta,abf,none,5,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.054494038853681176,0.1879060703596722,4.1584515339853665,256.0,0.0,0.0,0.0,0.0,0.07166064702695679,0.18370235719733358
stage3_beta,abf,none,6,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05643794301009185,0.19742393294809318,3.8562895655158416,256.0,0.0,0.0,0.0,0.0,0.0849413655828534,0.19936955013740904
stage3_beta,abf,none,7,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05710451531922556,0.2034647918684282,3.257374578254308,256.0,0.0,0.0,0.0,0.0,0.19434733168060864,0.5966861213996448
stage3_beta,abf,none,8,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05523968461529022,0.2000649917306723,2.8241686353317332,256.0,0.0,0.0,0.0,0.0,0.1194001449111239,0.41172037926369237
stage3_beta,abf,none,9,2.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05441556819164972,0.19730462706452742,3.478604862353637,256.0,0.0,0.0,0.0,0.0,0.029953977831916993,0.08750187866698655
stage3_beta,abf,none,0,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05213053936139311,0.3087415547835777,2.9678545133005,256.0,0.0,0.0,0.0,0.0,0.01803637313722839,0.0481375553445009
stage3_beta,abf,none,1,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.054636665849277406,0.28046006757502434,3.3579805518028745,256.0,0.0,0.0,0.0,0.0,0.06648803535041418,0.24235381787523533
stage3_beta,abf,none,2,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.04964202222778909,0.2381942110826842,3.272630972524533,256.0,0.0,0.0,0.0,0.0,0.05363474727904784,0.16994971238732481
stage3_beta,abf,none,3,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.042864085279933364,0.28130729983420216,2.916796949363649,256.0,0.0,0.0,0.0,0.0,0.029095382710883667,0.10223451297343453
stage3_beta,abf,none,4,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.05311903838664804,0.24983504368188356,3.1554923719617394,256.0,0.0,0.0,0.0,0.0,0.042015693720556156,0.12237898208093763
stage3_beta,abf,none,5,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.04854278103539156,0.3141441890525816,3.288746110296761,256.0,0.0,0.0,0.0,0.0,0.017830453213236886,0.04277823741887368
stage3_beta,abf,none,6,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.045801706341325896,0.3248163808442354,3.0929268416036875,256.0,0.0,0.0,0.0,0.0,0.08979988564712074,0.30105198982426695
stage3_beta,abf,none,7,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.04705305167168184,0.2656242770745148,3.2701562663279664,256.0,0.0,0.0,0.0,0.0,0.04229487422943698,0.12842130944998376
stage3_beta,abf,none,8,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.04987228908670367,0.30334141493767236,3.0264555358661656,256.0,0.0,0.0,0.0,0.0,0.031583230107489625,0.12745967851014325
stage3_beta,abf,none,9,4.0,2.5,1.0,25.0,0.25,15.0,256,40000,10,0.005,3.0,0.08,4000,0.04550386721210665,0.3034831448359189,3.0429067438458306,256.0,0.0,0.0,0.0,0.0,0.026856343860673072,0.08908842802570521
